dataset,tournament,round,percent,games_link,tournament_link
lets_check,First GM Mix Bassano 2021,7,42,http://view.chessbase.com/cbreader/2022/9/10/Game229978921.html,http://chess-results.com/tnr546467.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,First GM Mix Bassano 2021,8,49,http://view.chessbase.com/cbreader/2022/9/10/Game229978921.html,http://chess-results.com/tnr546467.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,2nd GM Mix Bassano 2021,1,76,http://view.chessbase.com/cbreader/2022/9/10/Game230190625.html,https://theweekinchess.com/html/twic1377.html
lets_check,2nd GM Mix Bassano 2021,2,63,http://view.chessbase.com/cbreader/2022/9/10/Game230190625.html,https://theweekinchess.com/html/twic1377.html
lets_check,2nd GM Mix Bassano 2021,3,42,http://view.chessbase.com/cbreader/2022/9/10/Game230190625.html,https://theweekinchess.com/html/twic1377.html
lets_check,2nd GM Mix Bassano 2021,4,45,http://view.chessbase.com/cbreader/2022/9/10/Game230190625.html,https://theweekinchess.com/html/twic1377.html
lets_check,2nd GM Mix Bassano 2021,5,76,http://view.chessbase.com/cbreader/2022/9/10/Game230190625.html,https://theweekinchess.com/html/twic1377.html
lets_check,2nd GM Mix Bassano 2021,6,66,http://view.chessbase.com/cbreader/2022/9/10/Game230190625.html,https://theweekinchess.com/html/twic1377.html
lets_check,2nd GM Mix Bassano 2021,7,66,http://view.chessbase.com/cbreader/2022/9/10/Game230190625.html,https://theweekinchess.com/html/twic1377.html
lets_check,2nd GM Mix Bassano 2021,8,60,http://view.chessbase.com/cbreader/2022/9/10/Game230190625.html,https://theweekinchess.com/html/twic1377.html
lets_check,2nd GM Mix Bassano 2021,9,61,http://view.chessbase.com/cbreader/2022/9/10/Game230190625.html,https://theweekinchess.com/html/twic1377.html
lets_check,1st Easter Bassano Open A,1,54,http://view.chessbase.com/cbreader/2022/9/10/Game230421437.html,http://chess-results.com/tnr554339.aspx?lan=1&art=9&fed=USA&flag=30&snr=9
lets_check,1st Easter Bassano Open A,2,54,http://view.chessbase.com/cbreader/2022/9/10/Game230421437.html,http://chess-results.com/tnr554339.aspx?lan=1&art=9&fed=USA&flag=30&snr=9
lets_check,1st Easter Bassano Open A,3,68,http://view.chessbase.com/cbreader/2022/9/10/Game230421437.html,http://chess-results.com/tnr554339.aspx?lan=1&art=9&fed=USA&flag=30&snr=9
lets_check,1st Easter Bassano Open A,5,60,http://view.chessbase.com/cbreader/2022/9/10/Game230421437.html,http://chess-results.com/tnr554339.aspx?lan=1&art=9&fed=USA&flag=30&snr=9
lets_check,1st Easter Bassano Open A,6,70,http://view.chessbase.com/cbreader/2022/9/10/Game230421437.html,http://chess-results.com/tnr554339.aspx?lan=1&art=9&fed=USA&flag=30&snr=9
lets_check,1st Easter Bassano Open A,7,91,http://view.chessbase.com/cbreader/2022/9/10/Game230421437.html,http://chess-results.com/tnr554339.aspx?lan=1&art=9&fed=USA&flag=30&snr=9
lets_check,1st Easter Bassano Open A,8,69,http://view.chessbase.com/cbreader/2022/9/10/Game230421437.html,http://chess-results.com/tnr554339.aspx?lan=1&art=9&fed=USA&flag=30&snr=9
lets_check,1st Easter Bassano Open A,9,49,http://view.chessbase.com/cbreader/2022/9/10/Game230421437.html,http://chess-results.com/tnr554339.aspx?lan=1&art=9&fed=USA&flag=30&snr=9
lets_check,Third Sat Mix 200 2021,2,70,http://view.chessbase.com/cbreader/2022/9/10/Game230669828.html,http://chess-results.com/tnr549890.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Third Sat Mix 200 2021,3,66,http://view.chessbase.com/cbreader/2022/9/10/Game230669828.html,http://chess-results.com/tnr549890.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Third Sat Mix 200 2021,4,51,http://view.chessbase.com/cbreader/2022/9/10/Game230669828.html,http://chess-results.com/tnr549890.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Third Sat Mix 200 2021,5,62,http://view.chessbase.com/cbreader/2022/9/10/Game230669828.html,http://chess-results.com/tnr549890.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Third Sat Mix 200 2021,6,98,http://view.chessbase.com/cbreader/2022/9/10/Game230669828.html,http://chess-results.com/tnr549890.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Third Sat Mix 200 2021,7,80,http://view.chessbase.com/cbreader/2022/9/10/Game230669828.html,http://chess-results.com/tnr549890.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Third Sat Mix 200 2021,8,72,http://view.chessbase.com/cbreader/2022/9/10/Game230669828.html,http://chess-results.com/tnr549890.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Third Sat Mix 200 2021,9,95,http://view.chessbase.com/cbreader/2022/9/10/Game230669828.html,http://chess-results.com/tnr549890.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Vladimir Bato Kontic Mem,1,48,http://view.chessbase.com/cbreader/2022/9/10/Game231630218.html,http://chess-results.com/tnr554141.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=7
lets_check,Vladimir Bato Kontic Mem,2,52,http://view.chessbase.com/cbreader/2022/9/10/Game231630218.html,http://chess-results.com/tnr554141.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=7
lets_check,Vladimir Bato Kontic Mem,3,52,http://view.chessbase.com/cbreader/2022/9/10/Game231630218.html,http://chess-results.com/tnr554141.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=7
lets_check,Vladimir Bato Kontic Mem,4,53,http://view.chessbase.com/cbreader/2022/9/10/Game231630218.html,http://chess-results.com/tnr554141.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=7
lets_check,Vladimir Bato Kontic Mem,5,79,http://view.chessbase.com/cbreader/2022/9/10/Game231630218.html,http://chess-results.com/tnr554141.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=7
lets_check,Vladimir Bato Kontic Mem,6,73,http://view.chessbase.com/cbreader/2022/9/10/Game231630218.html,http://chess-results.com/tnr554141.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=7
lets_check,Vladimir Bato Kontic Mem,7,69,http://view.chessbase.com/cbreader/2022/9/10/Game231630218.html,http://chess-results.com/tnr554141.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=7
lets_check,Vladimir Bato Kontic Mem,8,82,http://view.chessbase.com/cbreader/2022/9/10/Game231630218.html,http://chess-results.com/tnr554141.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=7
lets_check,Niksic Mem 2021,1,73,http://view.chessbase.com/cbreader/2022/9/10/Game232061187.html,http://chess-results.com/tnr554142.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Niksic Mem 2021,2,79,http://view.chessbase.com/cbreader/2022/9/10/Game232061187.html,http://chess-results.com/tnr554142.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Niksic Mem 2021,3,75,http://view.chessbase.com/cbreader/2022/9/10/Game232061187.html,http://chess-results.com/tnr554142.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Niksic Mem 2021,4,52,http://view.chessbase.com/cbreader/2022/9/10/Game232061187.html,http://chess-results.com/tnr554142.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Niksic Mem 2021,5,58,http://view.chessbase.com/cbreader/2022/9/10/Game232061187.html,http://chess-results.com/tnr554142.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Niksic Mem 2021,6,89,http://view.chessbase.com/cbreader/2022/9/10/Game232061187.html,http://chess-results.com/tnr554142.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Niksic Mem 2021,7,50,http://view.chessbase.com/cbreader/2022/9/10/Game232061187.html,http://chess-results.com/tnr554142.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Niksic Mem 2021,8,59,http://view.chessbase.com/cbreader/2022/9/10/Game232061187.html,http://chess-results.com/tnr554142.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Niksic Mem 2021,9,59,http://view.chessbase.com/cbreader/2022/9/10/Game232061187.html,http://chess-results.com/tnr554142.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,National Open 2021,1,51,http://view.chessbase.com/cbreader/2022/9/10/Game232489765.html,https://theweekinchess.com/html/twic1389.html
lets_check,National Open 2021,2,89,http://view.chessbase.com/cbreader/2022/9/10/Game232489765.html,https://theweekinchess.com/html/twic1389.html
lets_check,National Open 2021,3,80,http://view.chessbase.com/cbreader/2022/9/10/Game232489765.html,https://theweekinchess.com/html/twic1389.html
lets_check,National Open 2021,4,88,http://view.chessbase.com/cbreader/2022/9/10/Game232489765.html,https://theweekinchess.com/html/twic1389.html
lets_check,National Open 2021,5,83,http://view.chessbase.com/cbreader/2022/9/10/Game232489765.html,https://theweekinchess.com/html/twic1389.html
lets_check,National Open 2021,6,47,http://view.chessbase.com/cbreader/2022/9/10/Game232489765.html,https://theweekinchess.com/html/twic1389.html
lets_check,National Open 2021,7,26,http://view.chessbase.com/cbreader/2022/9/10/Game232489765.html,https://theweekinchess.com/html/twic1389.html
lets_check,National Open 2021,8,77,http://view.chessbase.com/cbreader/2022/9/10/Game232489765.html,https://theweekinchess.com/html/twic1389.html
lets_check,National Open 2021,9,30,http://view.chessbase.com/cbreader/2022/9/10/Game232489765.html,https://theweekinchess.com/html/twic1389.html
lets_check,14th Philadelphia Int,1,100,http://view.chessbase.com/cbreader/2022/9/11/Game232837921.html,https://theweekinchess.com/html/twic1391.html
lets_check,14th Philadelphia Int,2,54,http://view.chessbase.com/cbreader/2022/9/11/Game232837921.html,https://theweekinchess.com/html/twic1391.html
lets_check,14th Philadelphia Int,3,78,http://view.chessbase.com/cbreader/2022/9/11/Game232837921.html,https://theweekinchess.com/html/twic1391.html
lets_check,14th Philadelphia Int,4,62,http://view.chessbase.com/cbreader/2022/9/11/Game232837921.html,https://theweekinchess.com/html/twic1391.html
lets_check,14th Philadelphia Int,5,51,http://view.chessbase.com/cbreader/2022/9/11/Game232837921.html,https://theweekinchess.com/html/twic1391.html
lets_check,14th Philadelphia Int,6,73,http://view.chessbase.com/cbreader/2022/9/11/Game232837921.html,https://theweekinchess.com/html/twic1391.html
lets_check,14th Philadelphia Int,7,72,http://view.chessbase.com/cbreader/2022/9/11/Game232837921.html,https://theweekinchess.com/html/twic1391.html
lets_check,14th Philadelphia Int,9,69,http://view.chessbase.com/cbreader/2022/9/11/Game232837921.html,https://theweekinchess.com/html/twic1391.html
lets_check,49th Annual World Open,2,74,http://view.chessbase.com/cbreader/2022/9/11/Game233549765.html,https://theweekinchess.com/html/twic1391.html
lets_check,49th Annual World Open,3,63,http://view.chessbase.com/cbreader/2022/9/11/Game233549765.html,https://theweekinchess.com/html/twic1391.html
lets_check,49th Annual World Open,4,92,http://view.chessbase.com/cbreader/2022/9/11/Game233549765.html,https://theweekinchess.com/html/twic1391.html
lets_check,49th Annual World Open,5,67,http://view.chessbase.com/cbreader/2022/9/11/Game233549765.html,https://theweekinchess.com/html/twic1391.html
lets_check,49th Annual World Open,8,60,http://view.chessbase.com/cbreader/2022/9/11/Game233549765.html,https://theweekinchess.com/html/twic1391.html
lets_check,49th Annual World Open,9,67,http://view.chessbase.com/cbreader/2022/9/11/Game233549765.html,https://theweekinchess.com/html/twic1391.html
lets_check,49th Annual World Open,10,69,http://view.chessbase.com/cbreader/2022/9/11/Game233549765.html,https://theweekinchess.com/html/twic1391.html
lets_check,ch-USA Junior 2021,1,68,http://view.chessbase.com/cbreader/2022/9/25/Game36454562.html,https://theweekinchess.com/html/twic1394.html
lets_check,ch-USA Junior 2021,2,56,http://view.chessbase.com/cbreader/2022/9/25/Game36454562.html,https://theweekinchess.com/html/twic1394.html
lets_check,ch-USA Junior 2021,3,98,http://view.chessbase.com/cbreader/2022/9/25/Game36454562.html,https://theweekinchess.com/html/twic1394.html
lets_check,ch-USA Junior 2021,4,81,http://view.chessbase.com/cbreader/2022/9/25/Game36454562.html,https://theweekinchess.com/html/twic1394.html
lets_check,ch-USA Junior 2021,5,80,http://view.chessbase.com/cbreader/2022/9/25/Game36454562.html,https://theweekinchess.com/html/twic1394.html
lets_check,ch-USA Junior 2021,6,100,http://view.chessbase.com/cbreader/2022/9/25/Game36454562.html,https://theweekinchess.com/html/twic1394.html
lets_check,ch-USA Junior 2021,7,85,http://view.chessbase.com/cbreader/2022/9/25/Game36454562.html,https://theweekinchess.com/html/twic1394.html
lets_check,ch-USA Junior 2021,8,67,http://view.chessbase.com/cbreader/2022/9/25/Game36454562.html,https://theweekinchess.com/html/twic1394.html
lets_check,ch-USA Junior 2021,9,72,http://view.chessbase.com/cbreader/2022/9/25/Game36454562.html,https://theweekinchess.com/html/twic1394.html
lets_check,121st US Open 2021,1,71,http://view.chessbase.com/cbreader/2022/9/25/Game36473968.html,https://theweekinchess.com/html/twic1396.html
lets_check,121st US Open 2021,2,80,http://view.chessbase.com/cbreader/2022/9/25/Game36473968.html,https://theweekinchess.com/html/twic1396.html
lets_check,121st US Open 2021,3,72,http://view.chessbase.com/cbreader/2022/9/25/Game36473968.html,https://theweekinchess.com/html/twic1396.html
lets_check,121st US Open 2021,4,97,http://view.chessbase.com/cbreader/2022/9/25/Game36473968.html,https://theweekinchess.com/html/twic1396.html
lets_check,121st US Open 2021,5,86,http://view.chessbase.com/cbreader/2022/9/25/Game36473968.html,https://theweekinchess.com/html/twic1396.html
lets_check,121st US Open 2021,7,64,http://view.chessbase.com/cbreader/2022/9/25/Game36473968.html,https://theweekinchess.com/html/twic1396.html
lets_check,121st US Open 2021,9,84,http://view.chessbase.com/cbreader/2022/9/25/Game36473968.html,https://theweekinchess.com/html/twic1396.html
lets_check,2nd Tras-os-Montes Open,1,78,http://view.chessbase.com/cbreader/2022/9/25/Game36484296.html,http://chess-results.com/tnr560184.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,2nd Tras-os-Montes Open,2,43,http://view.chessbase.com/cbreader/2022/9/25/Game36484296.html,http://chess-results.com/tnr560184.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,2nd Tras-os-Montes Open,4,63,http://view.chessbase.com/cbreader/2022/9/25/Game36484296.html,http://chess-results.com/tnr560184.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,2nd Tras-os-Montes Open,5,71,http://view.chessbase.com/cbreader/2022/9/25/Game36484296.html,http://chess-results.com/tnr560184.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,2nd Tras-os-Montes Open,7,100,http://view.chessbase.com/cbreader/2022/9/25/Game36484296.html,http://chess-results.com/tnr560184.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,2nd Tras-os-Montes Open,8,67,http://view.chessbase.com/cbreader/2022/9/25/Game36484296.html,http://chess-results.com/tnr560184.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,2nd Tras-os-Montes Open,9,58,http://view.chessbase.com/cbreader/2022/9/25/Game36484296.html,http://chess-results.com/tnr560184.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,Guimaraes Open 2021,3,89,http://view.chessbase.com/cbreader/2022/9/25/Game36495000.html,http://chess-results.com/tnr549364.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,Guimaraes Open 2021,4,63,http://view.chessbase.com/cbreader/2022/9/25/Game36495000.html,http://chess-results.com/tnr549364.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,Guimaraes Open 2021,5,62,http://view.chessbase.com/cbreader/2022/9/25/Game36495000.html,http://chess-results.com/tnr549364.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,Guimaraes Open 2021,6,61,http://view.chessbase.com/cbreader/2022/9/25/Game36495000.html,http://chess-results.com/tnr549364.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,Guimaraes Open 2021,7,59,http://view.chessbase.com/cbreader/2022/9/25/Game36495000.html,http://chess-results.com/tnr549364.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,Guimaraes Open 2021,8,56,http://view.chessbase.com/cbreader/2022/9/25/Game36495000.html,http://chess-results.com/tnr549364.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,Guimaraes Open 2021,9,50,http://view.chessbase.com/cbreader/2022/9/25/Game36495000.html,http://chess-results.com/tnr549364.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=2
lets_check,TCh-SRB Premier 2021,1,80,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,TCh-SRB Premier 2021,2,81,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,TCh-SRB Premier 2021,3,56,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,TCh-SRB Premier 2021,4,52,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,TCh-SRB Premier 2021,5,77,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,TCh-SRB Premier 2021,6,64,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,TCh-SRB Premier 2021,7,67,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,TCh-SRB Premier 2021,8,42,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,TCh-SRB Premier 2021,9,82,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,TCh-SRB Premier 2021,10,72,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,TCh-SRB Premier 2021,11,73,http://view.chessbase.com/cbreader/2022/9/25/Game36505218.html,http://chess-results.com/tnr575389.aspx?lan=1&art=9&turdet=YES&snr=35
lets_check,4th Sharjah Masters 2021,2,100,http://view.chessbase.com/cbreader/2022/9/25/Game36514453.html,http://chess-results.com/tnr579252.aspx?lan=1&art=9&fed=USA&flag=30&snr=25
lets_check,4th Sharjah Masters 2021,3,40,http://view.chessbase.com/cbreader/2022/9/25/Game36514453.html,http://chess-results.com/tnr579252.aspx?lan=1&art=9&fed=USA&flag=30&snr=25
lets_check,4th Sharjah Masters 2021,4,83,http://view.chessbase.com/cbreader/2022/9/25/Game36514453.html,http://chess-results.com/tnr579252.aspx?lan=1&art=9&fed=USA&flag=30&snr=25
lets_check,4th Sharjah Masters 2021,5,51,http://view.chessbase.com/cbreader/2022/9/25/Game36514453.html,http://chess-results.com/tnr579252.aspx?lan=1&art=9&fed=USA&flag=30&snr=25
lets_check,4th Sharjah Masters 2021,6,67,http://view.chessbase.com/cbreader/2022/9/25/Game36514453.html,http://chess-results.com/tnr579252.aspx?lan=1&art=9&fed=USA&flag=30&snr=25
lets_check,4th Sharjah Masters 2021,7,54,http://view.chessbase.com/cbreader/2022/9/25/Game36514453.html,http://chess-results.com/tnr579252.aspx?lan=1&art=9&fed=USA&flag=30&snr=25
lets_check,4th Sharjah Masters 2021,8,56,http://view.chessbase.com/cbreader/2022/9/25/Game36514453.html,http://chess-results.com/tnr579252.aspx?lan=1&art=9&fed=USA&flag=30&snr=25
lets_check,4th Sharjah Masters 2021,9,76,http://view.chessbase.com/cbreader/2022/9/25/Game36514453.html,http://chess-results.com/tnr579252.aspx?lan=1&art=9&fed=USA&flag=30&snr=25
lets_check,Junior U21 Round Table Op,1,71,http://view.chessbase.com/cbreader/2022/9/25/Game36526765.html,http://chess-results.com/tnr571844.aspx?lan=1&art=9&fed=USA&flag=30&snr=4
lets_check,Junior U21 Round Table Op,2,54,http://view.chessbase.com/cbreader/2022/9/25/Game36526765.html,http://chess-results.com/tnr571844.aspx?lan=1&art=9&fed=USA&flag=30&snr=4
lets_check,Junior U21 Round Table Op,3,77,http://view.chessbase.com/cbreader/2022/9/25/Game36526765.html,http://chess-results.com/tnr571844.aspx?lan=1&art=9&fed=USA&flag=30&snr=4
lets_check,Junior U21 Round Table Op,4,54,http://view.chessbase.com/cbreader/2022/9/25/Game36526765.html,http://chess-results.com/tnr571844.aspx?lan=1&art=9&fed=USA&flag=30&snr=4
lets_check,Junior U21 Round Table Op,5,64,http://view.chessbase.com/cbreader/2022/9/25/Game36526765.html,http://chess-results.com/tnr571844.aspx?lan=1&art=9&fed=USA&flag=30&snr=4
lets_check,Junior U21 Round Table Op,6,80,http://view.chessbase.com/cbreader/2022/9/25/Game36526765.html,http://chess-results.com/tnr571844.aspx?lan=1&art=9&fed=USA&flag=30&snr=4
lets_check,Junior U21 Round Table Op,7,68,http://view.chessbase.com/cbreader/2022/9/25/Game36526765.html,http://chess-results.com/tnr571844.aspx?lan=1&art=9&fed=USA&flag=30&snr=4
lets_check,Junior U21 Round Table Op,8,62,http://view.chessbase.com/cbreader/2022/9/25/Game36526765.html,http://chess-results.com/tnr571844.aspx?lan=1&art=9&fed=USA&flag=30&snr=4
lets_check,Junior U21 Round Table Op,9,65,http://view.chessbase.com/cbreader/2022/9/25/Game36526765.html,http://chess-results.com/tnr571844.aspx?lan=1&art=9&fed=USA&flag=30&snr=4
lets_check,FIDE Grand Swiss 2021,1,78,http://view.chessbase.com/cbreader/2022/9/25/Game36535562.html,http://chess-results.com/tnr587230.aspx?lan=1&art=9&fed=USA&flag=30&snr=58
lets_check,FIDE Grand Swiss 2021,2,51,http://view.chessbase.com/cbreader/2022/9/25/Game36535562.html,http://chess-results.com/tnr587230.aspx?lan=1&art=9&fed=USA&flag=30&snr=58
lets_check,FIDE Grand Swiss 2021,3,72,http://view.chessbase.com/cbreader/2022/9/25/Game36535562.html,http://chess-results.com/tnr587230.aspx?lan=1&art=9&fed=USA&flag=30&snr=58
lets_check,FIDE Grand Swiss 2021,4,74,http://view.chessbase.com/cbreader/2022/9/25/Game36535562.html,http://chess-results.com/tnr587230.aspx?lan=1&art=9&fed=USA&flag=30&snr=58
lets_check,FIDE Grand Swiss 2021,5,79,http://view.chessbase.com/cbreader/2022/9/25/Game36535562.html,http://chess-results.com/tnr587230.aspx?lan=1&art=9&fed=USA&flag=30&snr=58
lets_check,FIDE Grand Swiss 2021,6,70,http://view.chessbase.com/cbreader/2022/9/25/Game36535562.html,http://chess-results.com/tnr587230.aspx?lan=1&art=9&fed=USA&flag=30&snr=58
lets_check,FIDE Grand Swiss 2021,7,84,http://view.chessbase.com/cbreader/2022/9/25/Game36535562.html,http://chess-results.com/tnr587230.aspx?lan=1&art=9&fed=USA&flag=30&snr=58
lets_check,FIDE Grand Swiss 2021,8,83,http://view.chessbase.com/cbreader/2022/9/25/Game36535562.html,http://chess-results.com/tnr587230.aspx?lan=1&art=9&fed=USA&flag=30&snr=58
lets_check,FIDE Grand Swiss 2021,9,85,http://view.chessbase.com/cbreader/2022/9/25/Game36535562.html,http://chess-results.com/tnr587230.aspx?lan=1&art=9&fed=USA&flag=30&snr=58
lets_check,FIDE Grand Swiss 2021,11,59,http://view.chessbase.com/cbreader/2022/9/25/Game36535562.html,http://chess-results.com/tnr587230.aspx?lan=1&art=9&fed=USA&flag=30&snr=58
lets_check,President of UZB Prizes,1,62,http://view.chessbase.com/cbreader/2022/9/25/Game36546843.html,http://chess-results.com/tnr588848.aspx?lan=1&art=9&fed=USA&snr=5
lets_check,President of UZB Prizes,2,69,http://view.chessbase.com/cbreader/2022/9/25/Game36546843.html,http://chess-results.com/tnr588848.aspx?lan=1&art=9&fed=USA&snr=5
lets_check,President of UZB Prizes,3,50,http://view.chessbase.com/cbreader/2022/9/25/Game36546843.html,http://chess-results.com/tnr588848.aspx?lan=1&art=9&fed=USA&snr=5
lets_check,President of UZB Prizes,4,79,http://view.chessbase.com/cbreader/2022/9/25/Game36546843.html,http://chess-results.com/tnr588848.aspx?lan=1&art=9&fed=USA&snr=5
lets_check,President of UZB Prizes,6,48,http://view.chessbase.com/cbreader/2022/9/25/Game36546843.html,http://chess-results.com/tnr588848.aspx?lan=1&art=9&fed=USA&snr=5
lets_check,President of UZB Prizes,7,92,http://view.chessbase.com/cbreader/2022/9/25/Game36546843.html,http://chess-results.com/tnr588848.aspx?lan=1&art=9&fed=USA&snr=5
lets_check,President of UZB Prizes,8,82,http://view.chessbase.com/cbreader/2022/9/25/Game36546843.html,http://chess-results.com/tnr588848.aspx?lan=1&art=9&fed=USA&snr=5
lets_check,President of UZB Prizes,9,68,http://view.chessbase.com/cbreader/2022/9/25/Game36546843.html,http://chess-results.com/tnr588848.aspx?lan=1&art=9&fed=USA&snr=5
lets_check,President of UZB Prizes,10,61,http://view.chessbase.com/cbreader/2022/9/25/Game36546843.html,http://chess-results.com/tnr588848.aspx?lan=1&art=9&fed=USA&snr=5
lets_check,8th Sunway Sitges 2021,2,66,http://view.chessbase.com/cbreader/2022/9/25/Game36555875.html,http://chess-results.com/tnr577676.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,8th Sunway Sitges 2021,3,65,http://view.chessbase.com/cbreader/2022/9/25/Game36555875.html,http://chess-results.com/tnr577676.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,8th Sunway Sitges 2021,4,54,http://view.chessbase.com/cbreader/2022/9/25/Game36555875.html,http://chess-results.com/tnr577676.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,8th Sunway Sitges 2021,5,67,http://view.chessbase.com/cbreader/2022/9/25/Game36555875.html,http://chess-results.com/tnr577676.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,8th Sunway Sitges 2021,6,75,http://view.chessbase.com/cbreader/2022/9/25/Game36555875.html,http://chess-results.com/tnr577676.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,8th Sunway Sitges 2021,7,43,http://view.chessbase.com/cbreader/2022/9/25/Game36555875.html,http://chess-results.com/tnr577676.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,8th Sunway Sitges 2021,8,91,http://view.chessbase.com/cbreader/2022/9/25/Game36555875.html,http://chess-results.com/tnr577676.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,8th Sunway Sitges 2021,9,70,http://view.chessbase.com/cbreader/2022/9/25/Game36555875.html,http://chess-results.com/tnr577676.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,8th Sunway Sitges 2021,10,69,http://view.chessbase.com/cbreader/2022/9/25/Game36555875.html,http://chess-results.com/tnr577676.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
